neighborhood,title,price,bedrooms,pid,longitude,date,link,latitude,sqft,sourcepage
 (laurel hts / presidio),Presidio 3 bedroom Townhome with Gorgeous park view. Tour today!,$8110,   / 3br - 1700ft² -    ,3991958050,-122.473140,Sep  3 2013,/sfc/apa/3991958050.html,37.789082,   / 3br - 1700ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (marina / cow hollow),ID#1408: Cow Hollow Spanish-Med 3BR/2.5BA Apt w/Parking,$6500,   / 3br -    ,4024103546,-122.438511,Sep  3 2013,/sfc/apa/4024103546.html,37.796704,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (laurel hts / presidio),ID#214: Spacious Presidio Heights 2+BR/2BA Unit w/Parking,$7000,   / 2br -    ,4024185511,-122.448034,Sep  3 2013,/sfc/apa/4024185511.html,37.788946,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (north beach / telegraph hill),ID#1409: N. Beach Top Flr 2BR/2BA VU Twnhse w/Private Rf Dck & Pkg,$7000,   / 2br -    ,4037017742,-122.408532,Sep  3 2013,/sfc/apa/4037017742.html,37.802800,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (lower nob hill),Great Lower Nob Hill Studio! Sunny & Quiet!,$1995,      ,3985382597,-122.417094,Sep  3 2013,/sfc/apa/3985382597.html,37.787188,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (lower nob hill),TWO SUNNY Studios Available! CALL TODAY!,$1895,      ,4015115017,-122.412105,Sep  3 2013,/sfc/apa/4015115017.html,37.786865,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (lower nob hill),SUNNY STUDIO AVAILABLE! CALL TO MAKE AN APPOINTMENT!,$2050,      ,4036512317,-122.414548,Sep  3 2013,/sfc/apa/4036512317.html,37.788469,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (cole valley / ashbury hts),"2BR/1BA Luxury, View Condo",$4900,   / 2br - 1200ft² -    ,4044478861,-122.445294,Sep  3 2013,/sfc/apa/4044478861.html,37.764094,   / 2br - 1200ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Convenient location to everything.  MOVE-IN SPECIAL,$2852,   / 1br - 650ft² -    ,4016785444,-122.391029,Sep  3 2013,/sfc/apa/4016785444.html,37.773976,   / 1br - 650ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (excelsior / outer mission),**HOUSING FOR RENT**,$1700,   / 2br -    ,4044769814,,Sep  3 2013,/sfc/apa/4044769814.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (pacific heights),Amazing Furnished Apt. for Min. 6-Mo Lease - ReLISTO,$3500,   / 1br - 728ft² -    ,4044737477,-122.426700,Sep  3 2013,/sfc/apa/4044737477.html,37.795316,   / 1br - 728ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (SOMA / south beach),"2BR, 2 BA, Downtown, garage, Doorman 301 Mission",$6500,   / 2br -    ,4044669482,-122.395813,Sep  3 2013,/sfc/apa/4044669482.html,37.791153,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (marina / cow hollow),Exceptional top floor apartment w/ parking available.,$2995,   / 1br -    ,4044715717,,Sep  3 2013,/sfc/apa/4044715717.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (excelsior / outer mission),"Spacious, Bright, and Immaculate 4 BD/ 3 BA Single Family Home. Hardwood Floors,",$5300,   / 4br - 2500ft² -    ,4044672483,,Sep  3 2013,/sfc/apa/4044672483.html,,   / 4br - 2500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (512 Van Ness steps to Hayes Valley),"1 Bdr. Showing. Bright, Spacious. Call 415.655.9311",$2700,   / 1br - 826ft² -    ,4014173179,-122.420250,Sep  3 2013,/sfc/apa/4014173179.html,37.780233,   / 1br - 826ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (sunset / parkside),Spacious Studio with Parking at Lakewood Apartments,$1739,   / 510ft² -    ,4015035035,-122.493398,Sep  4 2013,/sfc/apa/4015035035.html,37.714652,   / 510ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (lower pac hts),Just Say No to Shared Laundry Rooms!  Brand NEW & In Unit Laundry,$3795,   / 2br -    ,4045451702,-122.436874,Sep  4 2013,/sfc/apa/4045451702.html,37.784673,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (financial district),2 bed & 2.5 bath - Ritz Carlton Residence w/ pkg ~ J.Wavro,$9000,   / 2br -    ,4045468972,-122.444563,Sep  4 2013,/sfc/apa/4045468972.html,37.758330,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (marina / cow hollow),Charming Mediterranean Marina apartment ~ J.Wavro,$2900,   / 1br -    ,4045460753,-122.436693,Sep  4 2013,/sfc/apa/4045460753.html,37.802628,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (castro / upper market),Updated Stuido on Market at Castro,$1900,      ,4045448796,-122.434280,Sep  4 2013,/sfc/apa/4045448796.html,37.763149,      ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (ingleside / SFSU / CCSF),"Large, bright, remodeled 3 Br, 2, Ba, fireplace, yard, garage",$2800,   / 3br - 1400ft² -    ,4045448018,,Sep  4 2013,/sfc/apa/4045448018.html,,   / 3br - 1400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (pacific heights),3ba: Excellent 2000 Square Foot 1927 Top Floor Condo. *Sept 20* ,$6400,   / 3br - 2000ft² -    ,4045428577,-122.439488,Sep  4 2013,/sfc/apa/4045428577.html,37.791843,   / 3br - 2000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (ingleside / SFSU / CCSF),"Near Public Transportation, Easy Access to Rte 280, 101, 1 and 35",$3233,   / 2br - 920ft² -    ,4044257168,,Sep  3 2013,/sfc/apa/4044257168.html,,   / 2br - 920ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (Candlestick),Receive 1 Month Free Rent when you Move within 1 week of Deposit!,$4004,   / 2br - 1706ft² -    ,4044292622,-122.392609,Sep  3 2013,/sfc/apa/4044292622.html,37.711272,   / 2br - 1706ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (pacific heights),Pacific heights studio available,$1565,   / 300ft² -    ,4044292539,-122.423744,Sep  3 2013,/sfc/apa/4044292539.html,37.793745,   / 300ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (inner richmond),Beautiful large unit across from Golden Gate Park w/ pkg available,$2095,   / 1br -    ,4044292198,-122.463591,Sep  3 2013,/sfc/apa/4044292198.html,37.773785,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (hayes valley),SPACIOUS SUNNY 10 - FOOT HIGH CEILING ONE BEDROOM FOR RENT ,$2895,   / 1br -    ,4040022232,-122.421590,Sep  3 2013,/sfc/apa/4040022232.html,37.779924,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (russian hill),Beautiful 1 Bedroom in a Great Building,$2895,   / 1br - 1000ft² -    ,4044270779,-122.417882,Sep  3 2013,/sfc/apa/4044270779.html,37.793415,   / 1br - 1000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (noe valley),Beautiful furnished home in Noe Valley. ~ J.Wavro,$8000,   / 3br -    ,4044288060,-122.433315,Sep  3 2013,/sfc/apa/4044288060.html,37.742495,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow),"beautiful top floor 1BR, charming bldg",$3200,   / 1br -    ,4014095590,-122.443223,Sep  3 2013,/sfc/apa/4014095590.html,37.801838,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow), Top Flr Corner | Fresh Paint | Golden Gate Views |  Prkg Incd.,$3300,   / 1br -    ,4043766565,-122.441876,Sep  3 2013,/sfc/apa/4043766565.html,37.803579,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (ingleside / SFSU / CCSF),Furnished Luxury Apartment  Walking Distance to Whole Foods Market,$5200,   / 3br - 1500ft² -    ,4008923386,-122.456145,Sep  3 2013,/sfc/apa/4008923386.html,37.722762,   / 3br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (noe valley),Noe Valley Gem on coveted Fair Oaks! Rentals In SF,$2495,   / 1br -    ,4016273082,-122.424054,Sep  3 2013,/sfc/apa/4016273082.html,37.752626,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (noe valley),One BR w/pkg for small car on coveted FAIR OAKS! Rentals In SF,$2495,   / 1br -    ,4016205251,-122.423696,Sep  3 2013,/sfc/apa/4016205251.html,37.748906,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),1 Bed/1 Bath SOMA High End Condo Unit for Rent - $2900,$2900,   / 1br - 581ft² -    ,4043808338,,Sep  3 2013,/sfc/apa/4043808338.html,,   / 1br - 581ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),Beautiful 2 BR Loft Style Apartment at Mint Plaza in SOMA ,$4500,   / 2br - 830ft² -    ,3991560209,-122.407859,Sep  3 2013,/sfc/apa/3991560209.html,37.782741,   / 2br - 830ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (nob hill),"3RD FL.,VERY BRIGHT, SUNNY, SOME ST. NOISE, 2 BLOCKS TO UNION SQUARE! ",$2595,   / 1br -    ,4043756143,-122.410399,Sep  3 2013,/sfc/apa/4043756143.html,37.789955,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (mission district),555 Bartlett Street #413,$4200,   / 2br -    ,3989813422,-122.419205,Sep  3 2013,/sfc/apa/3989813422.html,37.748536,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (downtown / civic / van ness),Symphony Towers: 650 Turk St,$2800,      ,3991405169,-122.419832,Sep  3 2013,/sfc/apa/3991405169.html,37.782063,      ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (SOMA / south beach),SOMA Grand: 1160 Mission Street | Open Wed 9/4 6:30-7p,$3400,   / 1br -    ,3989520334,-122.412568,Sep  3 2013,/sfc/apa/3989520334.html,37.777922,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (SOMA / south beach),The Infinity: 301 Main Street #22A,$5650,   / 2br -    ,4006270706,-122.391858,Sep  3 2013,/sfc/apa/4006270706.html,37.789369,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (SOMA / south beach),One Hawthorne Street #17F - Furnished or Unfurnished,$7500,   / 2br -    ,4014451299,-122.399370,Sep  3 2013,/sfc/apa/4014451299.html,37.785899,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (SOMA / south beach),The Watermark: 501 Beale Street #15G - Avail Oct 15,$4900,   / 2br -    ,4027104147,-122.389637,Sep  3 2013,/sfc/apa/4027104147.html,37.786224,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (haight ashbury),Large Edwardian 2BR//new kitchen//laundry on site//Available Now,$3450,   / 2br -    ,4043594585,-122.446854,Sep  3 2013,/sfc/apa/4043594585.html,37.769867,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (nob hill),Elegant & Bright Studio in Nob Hill!,$1895,      ,4029945033,-122.411942,Sep  4 2013,/sfc/apa/4029945033.html,37.789757,      ,http://sfbay.craigslist.org/sfc/apa/
 (haight ashbury),Beautifully updated and bright apartment ,$2650,   / 1br -    ,4026763324,-122.448475,Sep  4 2013,/sfc/apa/4026763324.html,37.769284,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (mission district),"Wonderfully remodeled 1 bedroom, 1 bath in the Mission!",$2850,   / 1br -    ,4026775345,-122.411539,Sep  4 2013,/sfc/apa/4026775345.html,37.758660,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (laurel hts / presidio),"Luxuriously remodeled 3 bed, 1.5 bath home",$5400,   / 3br -    ,4035877923,-122.445244,Sep  4 2013,/sfc/apa/4035877923.html,37.786657,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/
 (SOMA / south beach),Park Terrace near Caltrain and AT&T,$3300,   / 1br - 787ft² -    ,4033301738,-122.395678,Sep  4 2013,/sfc/apa/4033301738.html,37.773479,   / 1br - 787ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (lower pac hts),Only in Post III Section: W/D in the apartment !,$2721,   / 567ft² -    ,4046632475,-122.435675,Sep  4 2013,/sfc/apa/4046632475.html,37.784978,   / 567ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (marina / cow hollow),Furnished 3BR Luxury flat with parking. Walk to Americas Cup ~ J.Wavro,$11000,   / 3br -    ,4046632072,-122.437046,Sep  4 2013,/sfc/apa/4046632072.html,37.804359,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/
 (noe valley),Pet Friendly - Blocks to Mission Dolores & Steps to Whole Foods!,$4695,   / 2br -    ,4046619820,-122.429591,Sep  4 2013,/sfc/apa/4046619820.html,37.750897,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (SOMA / south beach),Luxury Living at it's finest 2 Bedroom Apartment + LOFT - W/PARKING!!,$6195,   / 2br - 1500ft² -    ,4034372849,-122.394981,Sep  4 2013,/sfc/apa/4034372849.html,37.777089,   / 2br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (inner sunset / UCSF),Rentals In SF / Mid-century modern home with panoramic ocean views!,$3695,   / 2br - 1100ft² -    ,4031719596,-122.468481,Sep  4 2013,/sfc/apa/4031719596.html,37.748946,   / 2br - 1100ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (alamo square / nopa),Rentals In SF / Unique converted two bedroom garden APT ,$2995,   / 2br -    ,3990647069,-122.439466,Sep  4 2013,/sfc/apa/3990647069.html,37.774778,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (cole valley / ashbury hts),Rentals In SF / VIDEO - Classic Edwardian charm! PHOTOS,$2595,   / 1br -    ,3997092402,-122.449958,Sep  4 2013,/sfc/apa/3997092402.html,37.765800,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (inner sunset / UCSF),Rentals In SF / HUGE house - three levels of living space!!! Photos,$4695,   / 4br - 2154ft² -    ,4036558425,-122.474887,Sep  4 2013,/sfc/apa/4036558425.html,37.746827,   / 4br - 2154ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (nob hill),Large 1BR/1 Bath- Top of Nob Hill,$2500,   / 1br -    ,4034307593,-122.416113,Sep  4 2013,/sfc/apa/4034307593.html,37.793014,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),Millennium Tower | 38th Floor 2 Bedroom + Den <> SKYBOX REALTY ,$7999,   / 2br - 1601ft² -    ,3986439721,-122.396690,Sep  4 2013,/sfc/apa/3986439721.html,37.790461,   / 2br - 1601ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (nob hill),Studio with Private Outdoor Space on Nob Hill,$1795,      ,4046257783,-122.415440,Sep  4 2013,/sfc/apa/4046257783.html,37.793100,      ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),"1673sqft 2 bdrm 2 1/2 bath! Fireplace, walk in closets. ",$5763,   / 2br - 1673ft² -    ,4046243515,-122.392723,Sep  4 2013,/sfc/apa/4046243515.html,37.788687,   / 2br - 1673ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (pacific heights),"2bd/2.5ba, 2 car tandem parking @ 1998 Broadway, #1105, call Mike",$6500,   / 2br - 1400ft² -    ,4046238340,-122.429850,Sep  4 2013,/sfc/apa/4046238340.html,37.794973,   / 2br - 1400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (ingleside / SFSU / CCSF),Bright downstairs studio in ingleside / SFSU / CCSF,$600,   / 1br -    ,4046045602,,Sep  4 2013,/sfc/apa/4046045602.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),"Spectacular Loft, Private Balcony with Panoramic City Views",$3950,   / 1br - 1100ft² -    ,4046224882,-122.391611,Sep  4 2013,/sfc/apa/4046224882.html,37.778303,   / 1br - 1100ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (pacific heights),"Large studio in a modern building, wood floors, parking available",$2300,   / 550ft² -    ,4038003428,-122.433786,Sep  4 2013,/sfc/apa/4038003428.html,37.793508,   / 550ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (marina / cow hollow),"Renovated 2-level flat, 3-bed 3-bath and 2-car garage, pets negotiable",$9950,   / 3br - 2800ft² -    ,4024785317,-122.436147,Sep  4 2013,/sfc/apa/4024785317.html,37.804698,   / 3br - 2800ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),Spacious Studio With Fantastic City Views,$3249,   / 549ft² -    ,4044001909,-122.389927,Sep  3 2013,/sfc/apa/4044001909.html,37.774209,   / 549ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (west portal / forest hill),Large FLAT w/ 500 sq ft Bedroom w/VIEWS & fireplace/ PARKING & more !,$3345,   / 1br - 1980ft² -    ,4023364804,-122.458591,Sep  3 2013,/sfc/apa/4023364804.html,37.733831,   / 1br - 1980ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (financial district),Live at the Four Seasons! Pied-a-terre w/ million dollar view. Walk ev,$12000,   / 2br -    ,4044014782,-122.402437,Sep  3 2013,/sfc/apa/4044014782.html,37.788217,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (marina / cow hollow),#135 Relax all night (Int'l Executive Relocation) Furnished,$5150,   / 2br -    ,4043975174,-122.435490,Sep  3 2013,/sfc/apa/4043975174.html,37.797089,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (richmond / seacliff), 2 BDR XLARGE APT FOR RENT 10 MIN DRIVE TO USF AND UCSF CAMPUS ,$2295,   / 1br -    ,4043984183,-122.419420,Sep  3 2013,/sfc/apa/4043984183.html,37.774930,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (SOMA / south beach),#113 Studio in SOMA (Int'l Executive Relocation) Furnished,$2900,      ,4043959101,-122.398930,Sep  3 2013,/sfc/apa/4043959101.html,37.783785,      ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (SOMA / south beach),Hi-tech urban resort in the Twitterhood - preview pricing,$3065,   / 1br - 734ft² -    ,4043990353,,Sep  3 2013,/sfc/apa/4043990353.html,,   / 1br - 734ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (downtown / civic / van ness),Opera Plaza Condo in Quiet Location - Nice Outlook,$2600,   / 1br - 714ft² -    ,4044511068,-122.421148,Sep  3 2013,/sfc/apa/4044511068.html,37.781620,   / 1br - 714ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (mission district),1 Bedroom Available! CALL TODAY TO MAKE AN APPOINTMENT!,$2695,      ,4036492731,-122.416589,Sep  3 2013,/sfc/apa/4036492731.html,37.755796,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (tenderloin),STUDIO AVAILABLE! Sunny & Bright! CALL TODAY!,$1625,      ,4044487344,,Sep  3 2013,/sfc/apa/4044487344.html,,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (richmond / seacliff),GORGEOUS Remodeled 2-Level Unit on Greenbelt,$5400,   / 4br - 2300ft² -    ,4044506139,-122.473118,Sep  3 2013,/sfc/apa/4044506139.html,37.781128,   / 4br - 2300ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (nob hill),"Beautiful, Quiet Studio Available in Beautiful Nob Hill! CALL TODAY!",$2095,      ,4044453193,-122.408853,Sep  3 2013,/sfc/apa/4044453193.html,37.790151,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (nob hill),RENOVATED STUDIO IN THE HEART OF SF! CALL TODAY!,$2295,      ,4044463435,-122.408902,Sep  3 2013,/sfc/apa/4044463435.html,37.790726,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (pacific heights),Top floor View of the Bay *furnished or unfurnished*,$7900,   / 2br - 1600ft² -    ,4044502246,-122.433658,Sep  3 2013,/sfc/apa/4044502246.html,37.796367,   / 2br - 1600ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
" (512 Van Ness Avenue, Steps to Hayes Valley)",STUDIO Showing. Spacious. Big View. 415.655.9311,$2200,   / 426ft² -    ,4014350558,-122.420250,Sep  3 2013,/sfc/apa/4014350558.html,37.780233,   / 426ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (pacific heights),"$4,950 Spacious 2BR/2BA Lafayette Park ",$4950,   / 2br -    ,4044723095,,Sep  3 2013,/sfc/apa/4044723095.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (castro / upper market),Newly Remodeled House W/ Large Garden & Private Garage,$5495,   / 2br -    ,3988796282,,Sep  3 2013,/sfc/apa/3988796282.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (nob hill),"3BR, 3BA, Nob Hill, 2 garages, Doorman  *photos",$7500,   / 3br -    ,4044668968,-122.414107,Sep  3 2013,/sfc/apa/4044668968.html,37.791416,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (western addition),Beautiful 2 Bedroom Apartment on Pierce Street,$3612,   / 2br - 1000ft² -    ,4044727770,-122.435689,Sep  3 2013,/sfc/apa/4044727770.html,37.781351,   / 2br - 1000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (pacific heights),"Ultra modern 2 level flat, very quiet & off street",$4695,   / 2br -    ,4039595254,,Sep  3 2013,/sfc/apa/4039595254.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
